,place_id,name,formatted_address,rating,user_ratings_total,types,geometry
0,ChIJh4iGpsnSJIgR7FMqhrR3dEA,Detroit Behavioral Institute | Capstone Academy,"3500 John R St, Detroit, MI 48207, USA",1.9,7,"['hospital', 'health', 'point_of_interest', 'establishment']","{'lat': 42.3477958, 'lng': -83.0550042}"
0,ChIJIfGL86EsO4gRFQXwobGBHXk,Autism Ontario Windsor Essex,"1168 Drouillard Rd, Windsor, ON N8Y 2R1, Canada",5,1,"['point_of_interest', 'establishment']","{'lat': 42.319073, 'lng': -82.9980245}"
0,ChIJ2w86XL3SJIgRcRgjr9C0inc,Detroit Institute For Children,"5447 Woodward Ave, Detroit, MI 48202, USA",5,1,"['university', 'point_of_interest', 'establishment']","{'lat': 42.360714, 'lng': -83.067499}"
0,ChIJa2D2h4mzJIgRUICmbbn3YzQ,Autism Spectrum Therapies,"29691 Six Mile Rd Suite 100D, Livonia, MI 48152, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 42.4115096, 'lng': -83.3382503}"
0,ChIJP0lJqkgyjoARZptGPKVF64E,Center For Autism & Related Disorders,"3610 Snell Ave, San Jose, CA 95136, USA",5,1,"['health', 'point_of_interest', 'establishment']","{'lat': 37.2802976, 'lng': -121.8450257}"
0,ChIJNQq6KgTNj4AROaGfMxhgUTA,San Jose Autism & ADHD Recovery Center,"2360 McKee Rd #5, San Jose, CA 95116, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 37.366271, 'lng': -121.8477664}"
0,ChIJ-Ye70U3Lj4ARvUYrJCMZm7k,Trumpet Behavioral Health,"1401 Parkmoor Ave #208, San Jose, CA 95126, USA",5,3,"['health', 'point_of_interest', 'establishment']","{'lat': 37.317056, 'lng': -121.91273}"
0,ChIJh5QxFcw0joARlkh06kKJEXQ,ACES,"1887 Monterey Rd #225, San Jose, CA 95112, USA",3.8,4,"['health', 'point_of_interest', 'establishment']","{'lat': 37.3080264, 'lng': -121.8673842}"
0,ChIJd8P6rIXKj4AR6ISxZ7JqH8M,Center for Autism & Related Disorders,"3170 De La Cruz Blvd Suite 107, Santa Clara, CA 95054, USA",3,1,"['health', 'point_of_interest', 'establishment']","{'lat': 37.3805019, 'lng': -121.9412729}"
0,ChIJf3lns7zMj4ARZqpcoZCxIF8,Thrive Therapy & Social Center,"1101 S Winchester Blvd b110, San Jose, CA 95128, USA",5,4,"['health', 'point_of_interest', 'establishment']","{'lat': 37.3054651, 'lng': -121.9505443}"
0,ChIJMcHQdqLMj4ARG6jsuxby9PU,Star of CA,"111 N Market St, San Jose, CA 95113, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 37.3377073, 'lng': -121.8941749}"
0,ChIJY7ZjOaLMj4ARD8TI8K2rRpc,Little Spirits Bay Area,"77 N Almaden Ave #102, San Jose, CA 95110, USA",5,1,"['store', 'health', 'point_of_interest', 'establishment']","{'lat': 37.3363269, 'lng': -121.8955113}"
0,ChIJAQDAX-RMa4gRBrggXoyiYSA,Autism Counseling & Behavior Consultation,"7212 Shadeland Ave, Indianapolis, IN 46250, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 39.8859479, 'lng': -86.046537}"
0,ChIJW-6NNslTa4gRvUsyX-90n5Y,Bierman ABA Autism Center Indianapolis Location,"6060 N College Ave, Indianapolis, IN 46220, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 39.8653928, 'lng': -86.1465328}"
0,ChIJw8B0C0uzFIgRhBFUk3puvYw,Applied Behavior Center for Autism - Indy North & Corporate Office,"7901 E 88th St, Indianapolis, IN 46256, USA",3,2,"['health', 'point_of_interest', 'establishment']","{'lat': 39.915888, 'lng': -86.028885}"
0,ChIJ0a5A3lVOa4gR3lFtot2aMu4,Hopebridge Autism Therapy Center,"6635 E 21st St #100, Indianapolis, IN 46219, USA",5,2,"['physiotherapist', 'health', 'point_of_interest', 'establishment']","{'lat': 39.7959841, 'lng': -86.0543179}"
0,ChIJxR50ZpGpbIgRkknZNXa7ShE,Hopebridge Autism Therapy Center,"6925 Parkdale Pl, Indianapolis, IN 46254, USA",5,1,"['physiotherapist', 'health', 'point_of_interest', 'establishment']","{'lat': 39.8258405, 'lng': -86.2824117}"
0,ChIJy93fRcNCa4gRJJkxbEmhdCk,Hopebridge Autism Therapy Center,"21 S Park Blvd Suite 21, Greenwood, IN 46143, USA",5,2,"['health', 'point_of_interest', 'establishment']","{'lat': 39.6166605, 'lng': -86.07746379999999}"
0,ChIJgylP_kqzFIgR4VPlfUgRrhQ,Applied Behavior Center for Autism - Early Childhood Center,"7857 E 88th St, Indianapolis, IN 46256, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 39.9158557, 'lng': -86.03011359999999}"
0,ChIJz4Iv2JOpbIgRJR1FDbAduYs,Applied Behavior Center for Autism - Indy West,"6865 Parkdale Pl, Indianapolis, IN 46254, USA",3,2,"['health', 'point_of_interest', 'establishment']","{'lat': 39.826126, 'lng': -86.28175399999999}"
0,ChIJ1_6UVdOqFIgRBiqY9qzSXxM,Hopebridge Autism Therapy Center,"3500 Depauw Blvd #3070, Indianapolis, IN 46268, USA",5,2,"['health', 'point_of_interest', 'establishment']","{'lat': 39.92007479999999, 'lng': -86.22099999999999}"
0,ChIJ-RDM5VKvbIgRuCi__QbM3Vk,Applied Therapy & Behavior Services ABA Autism Center Indy,"10 Coronado Rd, Indianapolis, IN 46234, USA",5,2,"['health', 'point_of_interest', 'establishment']","{'lat': 39.764595, 'lng': -86.320364}"
0,ChIJb6nC6EdLa4gRdifVjGk26rs,ABA Autism Services by Damar,"9905 Fall Creek Rd, Indianapolis, IN 46256, USA",4,5,"['health', 'point_of_interest', 'establishment']","{'lat': 39.9014805, 'lng': -85.99306089999999}"
0,ChIJyRWvRT6obIgRtxLirOngoHY,BehaviorWorks ABA,"618 N High School Rd #A, Indianapolis, IN 46214, United States",4,4,"['health', 'point_of_interest', 'establishment']","{'lat': 39.7734124, 'lng': -86.27136139999999}"
0,ChIJP1BH_zasFIgRgeAWRthP_94,Applied Behavior Center for Autism,"7901 E 88th St, Indianapolis, IN 46256, USA",3.3,3,"['point_of_interest', 'establishment']","{'lat': 39.91576, 'lng': -86.028882}"
0,ChIJi4NqNVCtFIgRoMWHpYiXBZs,Hopebridge Autism Therapy Center,"11450 N Meridian St Suite 100, Carmel, IN 46032, USA",5,1,"['physiotherapist', 'health', 'point_of_interest', 'establishment']","{'lat': 39.9527274, 'lng': -86.15897310000001}"
0,ChIJB21HySGpbIgRDE4WNW4EYxE,Applied Therapy & Behavior Services ABA Autism Center Avon,"10 Coronado Rd, Indianapolis, IN 46234, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 39.7645945, 'lng': -86.3203638}"
0,ChIJpfPWYTBVa4gRy_XvRkh9qDo,"Unlocking the Spectrum, LLC","8646 Guion Rd, Indianapolis, IN 46268, USA",0,0,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 39.9128304, 'lng': -86.2314097}"
0,ChIJFXh_p11Ra4gRTXTZ__y_d2E,Autism Society of Indiana,"1800 N Meridian St #600, Indianapolis, IN 46202, USA",5,4,"['point_of_interest', 'establishment']","{'lat': 39.790932, 'lng': -86.157775}"
0,ChIJEXyqjkqzFIgRMhfBWUZqvUc,The Hope Source,"8350 Craig St, Indianapolis, IN 46250, USA",4.7,3,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 39.9077428, 'lng': -86.05395759999999}"
0,ChIJ0Z8bg2q0FIgRsp9s1WMKOeI,Behavior Analysis Center for Autism,"9929 E 126th St, Fishers, IN 46038, USA",4.3,3,"['health', 'point_of_interest', 'establishment']","{'lat': 39.971521, 'lng': -85.991663}"
0,ChIJfzbNe8Vda4gRS15H8lStNWY,Applied Behavior Center for Autism - Greenwood,"374 Meridian Parke Ln, Greenwood, IN 46142, USA",2.3,4,"['health', 'point_of_interest', 'establishment']","{'lat': 39.619117, 'lng': -86.16282199999999}"
0,ChIJl7MMNZ6AhYARWUj3Jx73Bh4,Steps Therapy Inc,"44 Gough St #210, San Francisco, CA 94103, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 37.7727026, 'lng': -122.4210914}"
0,ChIJA5OA_YWAhYARm_6zzduREjg,Jumpstart Learning Inc,"870 Market St # 472, San Francisco, CA 94102, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 37.7850854, 'lng': -122.407624}"
0,ChIJ-fnjcnB4hYARySjrfeNVcWo,Center For Autism & Related Disorders,"865 Marina Bay Pkwy #37, Richmond, CA 94804, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 37.918827, 'lng': -122.3462913}"
0,ChIJmQeMiODJ5YgRtBuaXGU67yo,Center For Autism & Related,"6271 6701-1 St Augustine Ap # 1, Jacksonville, FL 32217, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 30.2567693, 'lng': -81.62467579999999}"
0,ChIJtxDgmwaw5YgRDlHWOr1Lq80,Florida Autism Center,"2425 Dunn Ave Suite 2, Jacksonville, FL 32218, USA",4.5,2,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 30.4392886, 'lng': -81.6861086}"
0,ChIJRU6QSOtL5IgRWh-3_IFDnbA,Florida Autism Center,"13553 Atlantic Blvd, Jacksonville, FL 32225, USA",5,1,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 30.321665, 'lng': -81.449237}"
0,ChIJSQ1jKtLF5YgRc9tuvkr83Hg,Florida Autism Center,"1563 Kingsley Ave #103, Orange Park, FL 32073, USA",5,1,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 30.1660177, 'lng': -81.7295212}"
0,ChIJobQVU0o15IgRR1wSIjmK2L4,Reaching Milestones,"6816 Southpoint Parkway, Building 500, Jacksonville, FL 32216, United States",3.5,2,"['health', 'point_of_interest', 'establishment']","{'lat': 30.2581, 'lng': -81.588894}"
0,ChIJ70AI1enO5YgR0VXPSfn2sj8,Great Strides Rehabilitation,"12276 San Jose Blvd # 508, Jacksonville, FL 32223, USA",5,1,"['physiotherapist', 'health', 'point_of_interest', 'school', 'establishment']","{'lat': 30.1471588, 'lng': -81.6358936}"
0,ChIJf3_4gVXtOIgRvdqYemMwJfE,Haugland Therapy Services,"2540 Billingsley Rd, Columbus, OH 43235, USA",1,1,"['health', 'point_of_interest', 'establishment']","{'lat': 40.112677, 'lng': -83.084081}"
0,ChIJX1pY2T71OIgR2nKbvDxKZjc,Child Development and Autism Centers,"187 W Schrock Rd, Westerville, OH 43081, USA",4.6,20,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 40.109571, 'lng': -82.93166099999999}"
0,ChIJVVUl7RKTOIgRG-AVgm3Pgio,Hopebridge Autism Therapy Center,"6085 Emerald Pkwy, Dublin, OH 43016, USA",5,1,"['health', 'point_of_interest', 'establishment']","{'lat': 40.076714, 'lng': -83.141572}"
0,ChIJV6GRdzn1OIgRRG54cJIbTQU,Hopebridge Autism Therapy Center,"773 Brooksedge Blvd, Westerville, OH 43081, USA",5,1,"['health', 'point_of_interest', 'establishment']","{'lat': 40.1064419, 'lng': -82.9332526}"
0,ChIJ914D1bqMOIgReGqW7FhtFdc,Step by Step Academy - Worthington Office,"445 E Dublin Granville Rd, Worthington, OH 43085, USA",3,15,"['health', 'point_of_interest', 'establishment']","{'lat': 40.0851323, 'lng': -83.003883}"
0,ChIJIzhUeeyOOIgRj1GPtQZY-Tk,Nisonger Center,"1581 Dodd Dr Ste 357, Columbus, OH 43210, USA",3.5,6,"['hospital', 'health', 'point_of_interest', 'establishment']","{'lat': 39.9935742, 'lng': -83.02054129999999}"
0,ChIJk6fqD1DtOIgRCWVXosLABlI,Haugland Learning Center- Columbus,"7690 New Market Center Way, Columbus, OH 43235, USA",4,18,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 40.11209220000001, 'lng': -83.0878396}"
0,ChIJlUbv9T_zOIgRxf6qCd2izKI,Amigo Family Counseling,"355 E Campus View Blvd #105, Columbus, OH 43235, USA",5,5,"['health', 'point_of_interest', 'establishment']","{'lat': 40.1181495, 'lng': -83.0063617}"
0,ChIJt8SYYHPzOIgRZMKLm4atvnw,"The Learning Spectrum, Ltd.","125 Dillmont Dr, Columbus, OH 43235, USA",3.4,8,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 40.1339658, 'lng': -83.0115165}"
0,ChIJTQBOF0GMOIgRihm3UeKr7c0,Neurofeedback and Counseling of Columbus,"5655 N High St, Columbus, OH 43085, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 40.077669, 'lng': -83.019576}"
0,ChIJVeHbRpqNOIgRF8-MGgNX6GM,Reach Educational Services,"3254 Henderson Rd, Columbus, OH 43220, USA",2,2,"['school', 'point_of_interest', 'establishment']","{'lat': 40.0603418, 'lng': -83.0801931}"
0,ChIJWSC3bwBhOIgR5QY3lBArDI0,BrainCore of Ohio,"428 Beecher Rd, Columbus, OH 43230, USA",0,0,"['hospital', 'health', 'point_of_interest', 'establishment']","{'lat': 40.0469994, 'lng': -82.8636837}"
0,ChIJcW7q36eOOIgRKMuou5ukYug,Bridgeway Academy Alley,"Columbus, OH 43202, USA",4.6,8,"['school', 'point_of_interest', 'establishment']","{'lat': 40.01478669999999, 'lng': -83.0039884}"
0,ChIJl3JQibiIOIgRGlmGRc7UpAQ,Nationwide Children's Hospital Behavioral Health,"700 Children's Dr, Columbus, OH 43205, USA",1,1,"['health', 'point_of_interest', 'establishment']","{'lat': 39.9526835, 'lng': -82.9794939}"
0,ChIJByByVlftOIgRwaSb78foZPA,Haugland Learning Center - Administrative Building,"2540 Billingsley Rd, Columbus, OH 43235, USA",0,0,"['school', 'point_of_interest', 'establishment']","{'lat': 40.112677, 'lng': -83.0840812}"
0,ChIJITTGoFnKRIYRpFL0Zre7lYY,Central Texas Autism Center,"3006 Bee Cave Rd, Austin, TX 78746, USA",5,6,"['health', 'point_of_interest', 'establishment']","{'lat': 30.271446, 'lng': -97.792982}"
0,ChIJUzgxot7MRIYRqyrYw5wfTyo,First Leap,"9901 North Capital of Texas Highway #250, Austin, TX 78759, United States",5,5,"['health', 'point_of_interest', 'establishment']","{'lat': 30.3897956, 'lng': -97.7399063}"
0,ChIJPxdEs_fLRIYR1h8Y4f59ICo,Action Behavior Centers,"2100 Kramer Ln #150, Austin, TX 78758, USA",4.7,14,"['health', 'point_of_interest', 'establishment']","{'lat': 30.39028, 'lng': -97.7122559}"
0,ChIJGypPUgXLRIYRwUrPnmJZbKU,Spark Learning,"2517 Enfield Rd, Austin, TX 78703, USA",4,4,"['point_of_interest', 'school', 'establishment']","{'lat': 30.289608, 'lng': -97.77112799999999}"
0,ChIJD82Zx3jLRIYR1yTXPlqgr9M,Center for Autism & Related Disorders,"9390 Research Blvd #100, Austin, TX 78759, USA",5,2,"['health', 'point_of_interest', 'establishment']","{'lat': 30.3833739, 'lng': -97.7433903}"
0,ChIJha2_k5dKW4YRODtCuthb-4I,"The Center for Autism and Related Disorders, LLC","102 Westlake Dr, Austin, TX 78746, USA",3.5,2,"['point_of_interest', 'school', 'establishment']","{'lat': 30.2824627, 'lng': -97.80848940000001}"
0,ChIJHeuBz2NLW4YRMC7SnBJi4RU,First Leap,"2500 W William Cannon Dr #704, Austin, TX 78745, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 30.205326, 'lng': -97.80995999999999}"
0,ChIJOz2rHzVLW4YRcIk1OGknKl4,Autism Early Learning Center,"1825 Fortview Rd, Austin, TX 78704, USA",0,0,"['doctor', 'health', 'point_of_interest', 'school', 'establishment']","{'lat': 30.230114, 'lng': -97.786664}"
0,ChIJ1YupfbhKW4YR995yt7k2--c,Autism Society Of Texas,"300 E Highland Mall Blvd #205, Austin, TX 78752, USA",4.2,10,"['point_of_interest', 'establishment']","{'lat': 30.328992, 'lng': -97.71238699999999}"
0,ChIJzyqJWNtLW4YRJk0tJsxBWDs,APACenter,"6012 W William Cannon Dr B-103, Austin, TX 78749, USA",5,8,"['health', 'point_of_interest', 'establishment']","{'lat': 30.2298805, 'lng': -97.86261739999999}"
0,ChIJDWorzGfMRIYRsrynX-YYTUw,Explore Autism,"4305 Steve Scarbrough Dr, Austin, TX 78759, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 30.411525, 'lng': -97.731661}"
0,ChIJi_a_qs8yW4YRMHgB9igrs8c,Building BLOCS,"11623 Angus Rd E20, Austin, TX 78759, USA",5,1,"['health', 'point_of_interest', 'establishment']","{'lat': 30.4144566, 'lng': -97.74309029999999}"
0,ChIJn9EbE5vRRIYRTjAc9K4WyPI,Children's Autism Center,"1516 E Palm Valley Blvd Bldg C, Round Rock, TX 78664, United States",4.4,7,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 30.519288, 'lng': -97.661891}"
0,ChIJ0ZYTZGIEyIkR7Y6XnaJVENQ,Kennedy Krieger Institute,"707 N Broadway, Baltimore, MD 21205, USA",4.4,49,"['hospital', 'point_of_interest', 'establishment']","{'lat': 39.2986593, 'lng': -76.5940475}"
0,ChIJ420lV9gayIkRWVUI7sPZPmo,Kennedy Krieger's Center for Autism and Related Disorders,"Greenspring Ave, Baltimore, MD 21211, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 39.3355131, 'lng': -76.6553986}"
0,ChIJq6qqqvoYyIkRM_iBESSb2CM,Autism Society of America,"Serving Your Area, Baltimore, MD 21201, United States",0,0,"['point_of_interest', 'establishment']","{'lat': 39.294102, 'lng': -76.622101}"
0,ChIJvcP7Fludf4gRw56j9-3oJvA,Transformations Autism Treatment Center,"3867 United States, 6761 Stage Rd, Memphis, TN 38134, United States",3.5,8,"['health', 'point_of_interest', 'establishment']","{'lat': 35.2050958, 'lng': -89.8380686}"
0,ChIJiQ4DdLqbf4gRTMR_ZicS0KQ,Team Autism Memphis,"2018 Exeter Rd, Germantown, TN 38138, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 35.094012, 'lng': -89.800429}"
0,ChIJpTyufYkEBYgRnkjAWXO3W_8,Autism Intervention Milwaukee,"2645 N Mayfair Rd, Wauwatosa, WI 53226, USA",4.7,3,"['point_of_interest', 'establishment']","{'lat': 43.0660867, 'lng': -88.0485061}"
0,ChIJQRdHX4kDBYgRR0LCDvRBdAc,Autism Behavioral Network,"3636 N 124th St, Milwaukee, WI 53222, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 43.0846986, 'lng': -88.065759}"
0,ChIJ9-rxSUHKBYgRXBm7p9gjZw0,Maplegrove Treatment Center,"1455 S 97th St, West Allis, WI 53214, USA",5,1,"['health', 'point_of_interest', 'establishment']","{'lat': 43.0151779, 'lng': -88.0336579}"
0,ChIJcfblLhAbBYgRtWOOAFPG3rM,Autism Treatment For Children,"2665 S Moorland Rd, New Berlin, WI 53151, USA",5,3,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 42.996655, 'lng': -88.10917649999999}"
0,ChIJn3kz1lrhBIgRn5l4UlXTWSE,The Center for Autism Treatment,"1496 W Mequon Rd, Mequon, WI 53092, USA",0,0,"['school', 'point_of_interest', 'establishment']","{'lat': 43.22180609999999, 'lng': -87.9270607}"
0,ChIJC9t77dkFBYgRcIv6TaWEROU,Wisconsin Early Autism Project,"150 North Sunny Slope Road #100, Brookfield, WI 53005, USA",4.4,7,"['health', 'point_of_interest', 'establishment']","{'lat': 43.0315895, 'lng': -88.0855016}"
0,ChIJ9R31Bd_hBIgRZBXQ1En8QZg,IDS Integrated Development Services | Brookfield Office,"4125 N 124th St, Brookfield, WI 53005, USA",5,1,"['point_of_interest', 'establishment']","{'lat': 43.0918543, 'lng': -88.0669511}"
0,ChIJAcw63EMGBYgRaOjblrgDMFM,Caravel Autism Health,"330 S Executive Dr #210, Brookfield, WI 53005, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 43.0286351, 'lng': -88.1125461}"
0,ChIJJZLTVYkDBYgR4C0yjUQWFoE,Autism Society of Southeastern Wisconsin,"3720 N 124th St O, Wauwatosa, WI 53222, USA",4.9,7,"['point_of_interest', 'establishment']","{'lat': 43.08534, 'lng': -88.065568}"
0,ChIJgQUvPIx544kRXPnNYoK8hik,Autism Spectrum Center,"300 Longwood Avenue Boston Children's Hospital Fax: 617-730-4823, Boston, MA 02115, United States",0,0,"['hospital', 'doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 42.3376672, 'lng': -71.1052864}"
0,ChIJ6YSTIoZw44kRom2hrqpEZSc,Key Autism Services,"8 Faneuil Hall Marketplace, 3rd Floor, Boston, MA 02109, United States",4.5,8,"['health', 'point_of_interest', 'establishment']","{'lat': 42.360627, 'lng': -71.05415459999999}"
0,ChIJf01HbIRw44kRgsgUqwKcYtI,Autism Speaks Inc,"85 Devonshire St 9th floor, Boston, MA 02109, USA",2.8,9,"['point_of_interest', 'establishment']","{'lat': 42.3577412, 'lng': -71.0574809}"
0,ChIJhW_GA7q3t4kRsXNo_rIKkvc,Autism Speaks Inc,"1990 K St NW # 18, Washington, DC 20006, USA",2.1,22,"['point_of_interest', 'establishment']","{'lat': 38.9022993, 'lng': -77.04446349999999}"
0,ChIJzWJGSj7Jt4kRywJHvcNER1k,Dr. David O. Black & CENTER for ASSESSMENT AND TREATMENT,"8401 Connecticut Ave #1000, Chevy Chase, MD 20815, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 38.9943328, 'lng': -77.0763425}"
0,ChIJVVrba6Sxt4kRDr2iUxy4nLM,Center for Autism & Related Disorders,"318 Montgomery St, Alexandria, VA 22314, United States",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 38.8135236, 'lng': -77.0414073}"
0,ChIJ379KpJbJt4kRNOZ3HMAREbk,Dr. Charlene Kannankeril,"5225 Wisconsin Ave NW #402, Washington, DC 20015, USA",3.6,7,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 38.958361, 'lng': -77.084131}"
0,ChIJVTtOjxq5t4kRgu4Lc4byuMY,Connections Therapy Center,"3849 Alabama Ave SE, Washington, DC 20020, USA",5,3,"['health', 'point_of_interest', 'establishment']","{'lat': 38.8660687, 'lng': -76.94998799999999}"
0,ChIJhUoLnPy5t4kRr-EgagaOua8,DC Ch of Austism Society of AM,"234 Newcomb St SE, Washington, DC 20032, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 38.84971100000001, 'lng': -77.004969}"
0,ChIJjYocEsPHt4kRgn5bg4eZjk8,"B.A.S.I.C.S. ABA Therapy, LLC","3814 12th St NE, Washington, DC 20017, USA",4.4,7,"['point_of_interest', 'establishment']","{'lat': 38.9369279, 'lng': -76.99101499999999}"
0,ChIJ56R9mfi5t4kR765br4maC7U,Connections Therapy Session,"3400 Martin Luther King Jr Ave SE, Washington, DC 20032, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 38.841329, 'lng': -77.00283390000001}"
0,ChIJ6a4dPdvJt4kRrqeXmwKO7Tk,Hearst Elementary School,"3950 37th St NW, Washington, DC 20008, USA",4.5,10,"['point_of_interest', 'school', 'establishment']","{'lat': 38.940723, 'lng': -77.071962}"
0,ChIJWyr-mAHIt4kRC01IsrZ0arc,"Lauren Kenworthy, PhD","111 Michigan Ave NW, Washington, DC 20010, USA",0,0,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 38.9273107, 'lng': -77.014524}"
0,ChIJhQ3X1eG3t4kRRCym9_ugxGA,"Easterseals Child Development Center - Washington, DC","2800 13th St NW, Washington, DC 20009, USA",5,2,"['point_of_interest', 'school', 'establishment']","{'lat': 38.926066, 'lng': -77.030022}"
0,ChIJyfKPwkHIt4kRPvPUh3cdWW8,The Kingsbury Center,"5000 14th St NW, Washington, DC 20011, USA",4.8,9,"['physiotherapist', 'health', 'point_of_interest', 'establishment']","{'lat': 38.9509703, 'lng': -77.0340232}"
